event_num,event,date,venue,location,attendance,event_id
243,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,"Boston, Massachusetts, U.S.","14,181",5ca44a00c25f7f6f9d89d50f345490950bb7f3146495f9a2318897c9068d32fc
242,UFC 163: Aldo vs. Korean Zombie,2013-08-03,HSBC Arena,"Rio de Janeiro, Brazil","13,873",a6191aaae5969c4293bf6a1baad7e33026d350c5d42b2eefd7d9cd53d7738994
241,UFC on Fox: Johnson vs. Moraga,2013-07-27,KeyArena,"Seattle, Washington, U.S.","8,967",6cefd8fc5e13c3136ad56056da84d2992bab2c8d3cae7c3cbb6c69308c020f67
240,UFC 162: Silva vs. Weidman,2013-07-06,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,964",00bcfd00500d9cb960e93e2c5f0e1aa24ff5d38b991558b43a49560192d3f441
239,UFC 161: Evans vs. Henderson,2013-06-15,MTS Centre,"Winnipeg, Manitoba, Canada","14,754",55c4d7e4aebd7ea9887d041bcd45915ad79c27ba14a60bbf987ac7395fdd774c
238,UFC on Fuel TV: Nogueira vs. Werdum,2013-06-08,Ginásio Paulo Sarasate,"Fortaleza, Brazil","6,286",2747628db6eb1204dc946495061e41ceee6b4d3c67af583d23682371cf4762a9
237,UFC 160: Velasquez vs. Bigfoot 2,2013-05-25,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,380",6a890b47164eb993430da9fa8baf809d08015c280534e9897d9fff04677ba378
236,UFC on FX: Belfort vs. Rockhold,2013-05-18,Arena Jaraguá,"Jaraguá do Sul, Brazil","7,642",383eaac0358d0976196622fc599818032bb0dd739c64b3018eaa9213ceb69af1
235,UFC 159: Jones vs. Sonnen,2013-04-27,Prudential Center,"Newark, New Jersey, U.S.","15,227",b3e0b0b258d0b32a3dc8bebbd4eec9e4b5d914509d7a65118c459c2732d16fe2
234,UFC on Fox: Henderson vs. Melendez,2013-04-20,HP Pavilion,"San Jose, California, U.S.","13,506",14d7ed58136f558a3e725ef9e7c54043ffe8a019d0edb56de4fd218d68154dae
233,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","5,918",6519b424005bdad6bf5da43c98aaa580861ea00ee7fd411c0505dd1cc3c433a1
232,UFC on Fuel TV: Mousasi vs. Latifi,2013-04-06,Ericsson Globe Arena,"Stockholm, Sweden","14,506",788b6352abe33e9d39e7c68cdeeacbe3ce727b511c844dff0d9433cfc3001553
231,UFC 158: St-Pierre vs. Diaz,2013-03-16,Bell Centre,"Montreal, Quebec, Canada","20,145",c26c654530583b646b123857a892bc34cb8310e4318ec2104cc402a17c371567
230,UFC on Fuel TV: Silva vs. Stann,2013-03-03,Saitama Super Arena,"Saitama, Japan","14,682",b79ef81cf84b2fde5e854a0a8a662423b90b242ff7cc227f37398133fdea6e92
229,UFC 157: Rousey vs. Carmouche,2013-02-23,Honda Center,"Anaheim, California, U.S.","13,257",c09a561364597c77563ebdd7b5acde83709dce0a6ce0a7c9f2e75cf52a37be73
228,UFC on Fuel TV: Barão vs. McDonald,2013-02-16,Wembley Arena,"London, England, UK","10,349",051f1d2a345fc33168537fdacd0476e8398be8cde794469059ff6232f6db4cf8
227,UFC 156: Aldo vs. Edgar,2013-02-02,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,275",1a0502d4a49a3dbbd8f5e51e37f831fc944734849caba734583bdc70b4ed4dc9
226,UFC on Fox: Johnson vs. Dodson,2013-01-26,United Center,"Chicago, Illinois, U.S.","16,091",0a52f795b3e6283da7808ef6ae6f3f563a06186ee14412f1748c8157619224df
225,UFC on FX: Belfort vs. Bisping,2013-01-19,Ginásio do Ibirapuera,"São Paulo, Brazil","9,116",8204d3b4392e6c1c75970d82072353832dbf1e0b6e080c994bab833029a993ae
224,UFC 155: dos Santos vs. Velasquez 2,2012-12-29,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,561",c20373853029c1274d61365126c367ddfdd872fb198c50855e5727c13458a7c2
223,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.","2,500",a6b567ba03ff505f92a16ddf806a44d711e879cb6131f99e6431480f6b5f7a00
222,UFC on FX: Sotiropoulos vs. Pearson,2012-12-15,Gold Coast Convention and Exhibition Centre,"Gold Coast, Australia","5,133",a32b0f5689af29b32d65a1adb5fd79ab77922d7f1431999647eacf8f1f58a10d
221,UFC on Fox: Henderson vs. Diaz,2012-12-08,KeyArena,"Seattle, Washington, U.S.","14,387",93f0cf91e4e729e5693873e4345517bac02dfe3b6fff4726543c85aae59e0573
220,UFC 154: St-Pierre vs. Condit,2012-11-17,Bell Centre,"Montreal, Quebec, Canada","17,249",c3bcd91badb6bdbeecd04b4ae47c1c9235e2fff7e5d582415d56efeda3f3c3eb
219,UFC on Fuel TV: Franklin vs. Le,2012-11-10,CotaiArena,"Macau, SAR, China","8,415",e1da105c9f15e27edef484953b399f08d579c5182d27b0c7c891abc2a1281a74
218,UFC 153: Silva vs. Bonnar,2012-10-13,HSBC Arena,"Rio de Janeiro, Brazil","16,844",3df66a05600cd2b0b72a5d38d1b6514ba866ccfd0839ad6098557cdaf8337b38
217,UFC on FX: Browne vs. Bigfoot,2012-10-05,Target Center,"Minneapolis, Minnesota, U.S.","7,049",8b1e684e274336219fe215fd1855223d67781bc92b4572a3d2eae18a3dc8be5a
216,UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Capital FM Arena,"Nottingham, England, UK","7,241",86abb05f3806fb5f319f936c5bfe78aa3c6a5a7e19a048eff8e5586cd85db5e1
215,UFC 152: Jones vs. Belfort,2012-09-22,Air Canada Centre,"Toronto, Ontario, Canada","16,800",d9f2c3ad8f1486a35ec23485faed2923fa85bc83befe129e4047c3af9d49106c
cancelled,UFC 151: Jones vs. Henderson,2012-09-01,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.",Canceled,305a195dafbccc427a4e3f95ac063c9e544b8943b4775d48d570afc036c5bb39
214,UFC 150: Henderson vs. Edgar II,2012-08-11,Pepsi Center,"Denver, Colorado, U.S.","13,027",7ebb82a4b95c4e3547da181a0315bd80f5b05697024c7f7d4475d538c41010fe
213,UFC on Fox: Shogun vs. Vera,2012-08-04,Staples Center,"Los Angeles, California, U.S.","16,080",6211c4d9839feb0a215b2682c66472eb995c5bd23f67aedfcfdfa6a2a088d599
212,UFC 149: Faber vs. Barão,2012-07-21,Scotiabank Saddledome,"Calgary, Alberta, Canada","16,089",f9f6caec4cb3e6f1d65bf38b3272c1c58180ca04db211114634084d15ef31a5f
211,UFC on Fuel TV: Muñoz vs. Weidman,2012-07-11,HP Pavilion,"San Jose, California, U.S.","4,250",03d91be8f87f9abfc473a0342e5ca4f703e81df73c77a522319c532d9a07ad41
210,UFC 148: Silva vs. Sonnen II,2012-07-07,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","15,104",f1838ea21a0e30db0d8336db080b9febb8e3f8ec73443c64b7e536d044fc5ebd
209,UFC 147: Silva vs. Franklin II,2012-06-23,Mineirinho Arena,"Belo Horizonte, Brazil","16,643",43d08bfe284665aac55d36fea3d336694582f51d32271f5698e083a2051f8b0f
208,UFC on FX: Maynard vs. Guida,2012-06-22,Revel Casino Hotel,"Atlantic City, New Jersey, U.S.","4,652",3026e5bc86bc10bdd1248235e25c11058b4efe5d9cb3464d35bd9cff4a8caa94
207,UFC on FX: Johnson vs. McCall 2,2012-06-08,BankAtlantic Center,"Sunrise, Florida, U.S.","6,635",98869fb853b3ce97c813c765cf12aec9e94cb26d7b56fb98ed1fb44b2b597136
206,The Ultimate Fighter: Live Finale,2012-06-01,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,628",4ff4fa3b671ed1ba3fcc424e0e654c19b23290d22a3f90d243a78df2900ec567
205,UFC 146: dos Santos vs. Mir,2012-05-26,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,674",efc04913e59fe380a43e59dc302388d0e10ae8618c50c943ce0c6cc6695e3800
204,UFC on Fuel TV: The Korean Zombie vs. Poirier,2012-05-15,Patriot Center,"Fairfax, Virginia, U.S.","6,668",df16fa7c3887436d9954b6bc7500aecf2bfefe0e706fad3ea9c1c69e35ed3488
203,UFC on Fox: Diaz vs. Miller,2012-05-05,IZOD Center,"East Rutherford, New Jersey, U.S.","10,788",a0a95e3df09d17b26dbb6c5d20f49ee70c47673679e983dafd37579d999ef7a7
202,UFC 145: Jones vs. Evans,2012-04-21,Philips Arena,"Atlanta, Georgia, U.S.","15,545",95418009edc3cfa3636ab09515f74df6c8f13e6f0fef5d7fe3220a63ebee7dfc
201,UFC on Fuel TV: Gustafsson vs. Silva,2012-04-14,Ericsson Globe Arena,"Stockholm, Sweden","15,428",26c244db91fa2d663cdfe84d6b693ecaed84761f34bb5537dd86e6094144af9e
200,UFC on FX: Alves vs. Kampmann,2012-03-03,Allphones Arena,"Sydney, Australia","14,537",672a861bf4cd8b075992964c743a9b87cda5a6ae4252461e7ac070730b72c839
199,UFC 144: Edgar vs. Henderson,2012-02-26,Saitama Super Arena,"Saitama, Japan","21,000",34c87c472edb3e920ca02ee318797cb36fce553a947232b24d87379b5a1da570
198,UFC on Fuel TV: Sanchez vs. Ellenberger,2012-02-15,Omaha Civic Auditorium,"Omaha, Nebraska, U.S.","6,283",bb9ca96507021cb21ebd97180c88484afb92da521f64b0161a7dd1c83e3dbce9
197,UFC 143: Diaz vs. Condit,2012-02-04,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","9,015",d03f699b3b4fefda5080772a7d7f249794c1a0e53dfa9bb12be286f8d8f85f37
196,UFC on Fox: Evans vs. Davis,2012-01-28,United Center,"Chicago, Illinois, U.S.","16,963",d19d4e562ea25504ca42baf6e3146c82644235701c25aa9b6f73b1569af7f610
195,UFC on FX: Guillard vs. Miller,2012-01-20,Bridgestone Arena,"Nashville, Tennessee, U.S.","7,728",e68a3b870c868a5265955239905427a9daf31123eb6e06eb6128c0ca90972186
194,UFC 142: Aldo vs. Mendes,2012-01-14,HSBC Arena,"Rio de Janeiro, Brazil","10,605",09eea9d1ae66d2d0cc77d511b140ea98c1f95ab3422c67d12fc1eb5e2ab48a18
193,UFC 141: Lesnar vs. Overeem,2011-12-30,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,793",f0bde22ae59d4538406b80db64a78a154e20ef4f5dfd728b9eb5dd251c5cc3c5
192,UFC 140: Jones vs. Machida,2011-12-10,Air Canada Centre,"Toronto, Ontario, Canada","18,303",29f6b61ad1b1dc815beb27d8d8c48836df0bc2267cebc543a4e4f8599b9e6bd2
191,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,2011-12-03,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,909",121f1c6b6940384cc027adea4157c8f9f938f1d0d9007befeee67037174c966c
190,UFC 139: Shogun vs. Henderson,2011-11-19,HP Pavilion,"San Jose, California, U.S.","13,832",0006606da17527334df91c2890104d9b179321b1520d0a282fcfe589483f66d4
189,UFC on Fox: Velasquez vs. dos Santos,2011-11-12,Honda Center,"Anaheim, California, U.S.","11,607",8d6adfe35f51eaab4b5be9f343e66d3ef2c107055c1a522f3e137614382f3b3f
188,UFC 138: Leben vs. Muñoz,2011-11-05,LG Arena,"Birmingham, England, UK","10,823",f173350ea865d19501230793a6e5ff00e6c9b70be8ae94c26ce2bdcfcd2931b2
187,UFC 137: Penn vs. Diaz,2011-10-29,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,313",01c7335ce94b694502afe24a4759f915a5f9465663ce854b435a186a60b699b3
186,UFC 136: Edgar vs. Maynard III,2011-10-08,Toyota Center,"Houston, Texas, U.S.","16,164",4d2de4da428c4c7a80e9d85388682bd5b36c171a94c5647c5ede9b414e2f84c7
185,UFC Live: Cruz vs. Johnson,2011-10-01,Verizon Center,"Washington, D.C., U.S.","9,380",9b284eb7e1b380231bab421924b0c761dbf6892614219318412a2a0a4367bce6
184,UFC 135: Jones vs. Rampage,2011-09-24,Pepsi Center,"Denver, Colorado, U.S.","16,344",e261153b78d9d1ffb462fa2706617d4d28ad22eb550680082daad265e4b90db9
183,UFC Fight Night: Shields vs. Ellenberger,2011-09-17,Ernest N. Morial Convention Center,"New Orleans, Louisiana, U.S.","7,112",02a43bf08c416a19df49e504be08a89c1e62151e080271748db0a3c2c531dd03
182,UFC 134: Silva vs. Okami,2011-08-27,HSBC Arena,"Rio de Janeiro, Brazil","14,000",278456d56151d06dc0f5d0dbf2f0017cf3c57977bb1fff2d14ca4f0c71586c86
181,UFC Live: Hardy vs. Lytle,2011-08-14,Bradley Center,"Milwaukee, Wisconsin, U.S.","6,751",f1283f22bbf0183ca84c734671e59895efbd09ba0aa337e148612e6c12ff660e
180,UFC 133: Evans vs. Ortiz,2011-08-06,Wells Fargo Center,"Philadelphia, Pennsylvania, U.S.","11,583",6b65b301216e9d25670243945f7c6b3def3ff380ffb603e51a69f69820bbba93
179,UFC 132: Cruz vs. Faber,2011-07-02,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,109",93a292398975bbdd2128da5b74913a45d0d0451c9684886dc5752d2066f2ba47
178,UFC Live: Kongo vs. Barry,2011-06-26,Consol Energy Center,"Pittsburgh, Pennsylvania, U.S.","7,792",8e7ff41499124c683c5618b6aeb2114ce68e3e20cedc8fc1d5babc7f07154c5f
177,UFC 131: dos Santos vs. Carwin,2011-06-11,Rogers Arena,"Vancouver, British Columbia, Canada","14,685",5ca9278d28c6c1e17e1cba19c2792a987edee83c200e34ebcf61d317c40f2ad6
176,The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale,2011-06-04,Palms Casino Resort,"Las Vegas, Nevada, U.S.","2,053",ffc602c8de01d38c05e3abb0ef4805f67433a6c188fe8f6c256be241e3c9b577
175,UFC 130: Rampage vs. Hamill,2011-05-28,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,753",1d1b44e5f035e9c3cae24e1c07a6fd4eafa0b3c2fe5dcdfc452982e3a1eab0af
174,UFC 129: St-Pierre vs. Shields,2011-04-30,Rogers Centre,"Toronto, Ontario, Canada","55,724",da17ac88f495f8021eea61f3c3427f7ed4b800288fea1b7f8fa48e66a06546d6
173,UFC Fight Night: Nogueira vs. Davis,2011-03-26,KeyArena,"Seattle, Washington, U.S.","13,741",cd03f923961ebbcd5420787b06b95882bf9142c88333bf71cb4d4c92741ae3c5
172,UFC 128: Shogun vs. Jones,2011-03-19,Prudential Center,"Newark, New Jersey, U.S.","12,619",52a9fe140c401bf70dd0b40a148a297a33deeea8f17f8a9f3465405ee414709c
171,UFC Live: Sanchez vs. Kampmann,2011-03-03,KFC Yum! Center,"Louisville, Kentucky, U.S.","8,319",465aca588706a7f857b8cbc65cf86b20793acf53681edd859cbb070240b0f8a0
170,UFC 127: Penn vs. Fitch,2011-02-27,Acer Arena,"Sydney, Australia","18,186",5185d114132f5965e25855e354abe4228bce98c0499e27ad25f5806f31a6830f
169,UFC 126: Silva vs. Belfort,2011-02-05,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,893",b54f8d6662b5c0563de20b0b6e0032fce5d7eccac51a8ab832a8faff2aa38a7d
168,UFC: Fight for the Troops 2,2011-01-22,Fort Hood,"Fort Hood, Texas, U.S.","3,200",4892e1406e0e9bb6ec0c5cf6951167e71a21af8fbfce0573687152aeb14b91d4
167,UFC 125: Resolution,2011-01-01,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,874",dd7fb704407b6d4ef1f6bc67be3d5888ed081ab0c03a1fb2afa1e38ba9f14f62
166,UFC 124: St-Pierre vs. Koscheck 2,2010-12-11,Bell Centre,"Montreal, Quebec, Canada","23,152",41c2b450cac601b3b5b69b326248d1228ecc806249946e33aebffad41909d22b
165,The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,2010-12-04,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,903",181ea68813438f1dea2fe625eace65c76901d7eb9840447ee7f2ea661692f7e5
164,UFC 123: Rampage vs. Machida,2010-11-20,The Palace of Auburn Hills,"Auburn Hills, Michigan, U.S.","16,404",04ce59e291eb6ed40c5ac18f00b44deee484e6e000346a99397cfd66a5f70f02
163,UFC 122: Marquardt vs. Okami,2010-11-13,König Pilsener Arena,"Oberhausen, Germany","8,421",b1bb07079e4c931e0cd0f61c327173e40401501b1e980ef1004fac3e7875fab8
162,UFC 121: Lesnar vs. Velasquez,2010-10-23,Honda Center,"Anaheim, California, U.S.","14,856",2b2ec599d9e7f80f4d209229ed9c93f4dab75f2a8e472b7603970d7644500cf5
161,UFC 120: Bisping vs. Akiyama,2010-10-16,The O2 arena,"London, England, UK","17,133",b2188fc35432b7f4fffbf81d0099ffa2cb95622ee0f7d5ca009ef8b270b9e77a
160,UFC 119: Mir vs. Cro Cop,2010-09-25,Conseco Fieldhouse,"Indianapolis, Indiana, U.S.","15,811",507662d7c9fa20bdd852ea4bb3dd4780116d3e3c0c5c659a97b99711e722bfed
159,UFC Fight Night: Marquardt vs. Palhares,2010-09-15,Frank Erwin Center,"Austin, Texas, U.S.","7,724",bdb7d6cb922989371be8dd55e4c27b9b21baf78203fc082697faab12ec51073c
158,UFC 118: Edgar vs. Penn 2,2010-08-28,TD Garden,"Boston, Massachusetts, U.S.","14,168",3f391c2d375e97279d2edbe2707d15f1d9533bf443096f2ae5791f01cb4e8668
157,UFC 117: Silva vs. Sonnen,2010-08-07,Oracle Arena,"Oakland, California, U.S.","12,971",46b0d4bae3de7c34e806ccfb72f0e3774c3234f2426b70adaa45f3fa06d9fb40
156,UFC Live: Jones vs. Matyushenko,2010-08-01,San Diego Sports Arena,"San Diego, California, U.S.","8,132",bc7cf19fa66c0aca14e460e96b84a26280e3bfdcf00679440b5a86163b68c4b2
155,UFC 116: Lesnar vs. Carwin,2010-07-03,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,740",16e196efb160b73c47942987bb770c5c12e3e0f3033c6ac18f491f5f2daee554
154,The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,2010-06-19,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,708",a10923a9bdf5b69b134f698451f0c7db606eb342bc7e58d117c079cd4e0ce42f
153,UFC 115: Liddell vs. Franklin,2010-06-12,General Motors Place,"Vancouver, British Columbia, Canada","17,669",de693538f620302ba4e39a0b475be65a934d2ac161a012162f95a600a2fd400d
152,UFC 114: Rampage vs. Evans,2010-05-29,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,996",f3c90de8019ad701c717757fc7efd826ea0b4e3b394a8b6b6599609644acfab6
151,UFC 113: Machida vs. Shogun 2,2010-05-08,Bell Centre,"Montreal, Quebec, Canada","17,647",c6e8bd023f98b115079068525f6f1243d2f5de93813044a921f2e7d24b130c51
150,UFC 112: Invincible,2010-04-10,"Concert Arena, Yas Island","Abu Dhabi, United Arab Emirates","11,008",b9f2ea7d99ec225f1a4b270a954859eb226376fefba5e604127e1a0d6c0712a4
149,UFC Fight Night: Florian vs. Gomi,2010-03-31,Bojangles Coliseum,"Charlotte, North Carolina, U.S.","7,700",f743c418cc3c175f8ae0aa90dd0c44aae0a9881961b53d3d5234567ee6046a19
148,UFC 111: St-Pierre vs. Hardy,2010-03-27,Prudential Center,"Newark, New Jersey, U.S.","17,000",fd895f679eddd88fa396a163971c0dbf3f572ddb9051f58e13695243c9582478
147,UFC Live: Vera vs. Jones,2010-03-21,1stBank Center,"Broomfield, Colorado, U.S.","6,443",d440dc0e0f6283c1d1422164b4e28abe6d401aae751eb1d720cb05b526bc3700
146,UFC 110: Nogueira vs. Velasquez,2010-02-21,Acer Arena,"Sydney, Australia","17,831",592c509dcacc0b31bf9380fd37fc1e02b2a06407e69431d45993cff0db9bb032
145,UFC 109: Relentless,2010-02-06,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,753",353b9b6d0e37588cb033d352ef798e3d11cdaa55680bfac901b3c0c5ccd7f402
144,UFC Fight Night: Maynard vs. Diaz,2010-01-11,Patriot Center,"Fairfax, Virginia, U.S.","8,078",d1a799544af34717c28993c689864e2fddf10df11a3641503e9d20e06a8d78cc
143,UFC 108: Evans vs. Silva,2010-01-02,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,529",45a11c2213da1ff960233efb99898d0e69d3abdff588c2b6972d42ac310b77ff
142,UFC 107: Penn vs. Sanchez,2009-12-12,FedExForum,"Memphis, Tennessee, U.S.","13,896",67e3030396e6a78713e98cf62749c37e98968aae6c8b58018f798941f88be062
141,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,791",4b7ab474cda21c1dfc8b2886623e219f9fee3aabba3691b4a3735f3c667f4f57
140,UFC 106: Ortiz vs. Griffin 2,2009-11-21,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,529",047bc169c0ec0bb1010e3fe3467a96efdfb488d44b4de52a186827c5639ec188
139,UFC 105: Couture vs. Vera,2009-11-14,Manchester Evening News Arena,"Manchester, England, UK","16,693",1a437d7501eecf39782dcc10e8b28a5712b52621f67789f6e34015606a10120e
138,UFC 104: Machida vs. Shogun,2009-10-24,Staples Center,"Los Angeles, California, U.S.","14,892",6b74d68fc33489c4eb0316add07f907bcf610a4186d062a73f8d5b410e3ed6e4
137,UFC 103: Franklin vs. Belfort,2009-09-19,American Airlines Center,"Dallas, Texas, U.S.","17,428",9cd7157f7080709f9ebe03b6e07e6a364578c75c2d81a3709a3e60306c3f667e
136,UFC Fight Night: Diaz vs. Guillard,2009-09-16,Cox Convention Center,"Oklahoma City, Oklahoma, U.S.","9,490",7d2de2d8c0dce70173d87d71e5054a14a52c718ee72080911d909b1ea9b9fd3a
135,UFC 102: Couture vs. Nogueira,2009-08-29,Rose Garden,"Portland, Oregon, U.S.","16,088",ba0ce3507827292e45deaec658a7444b381f7b18674c625f77fc4893de31a2a9
134,UFC 101: Declaration,2009-08-08,Wachovia Center,"Philadelphia, Pennsylvania, U.S.","17,411",51b08c9ff86486b238c69b13a334566b76867f95baf8b75c0ae08ac8ffead53a
133,UFC 100,2009-07-11,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,871",f5d150fcecd23ac475e3ec0c6b49d99afac59aca2c8bf4e5aedc757305f0a7c2
132,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Palms Casino Resort,"Las Vegas, Nevada, U.S.","2,217",b086c5aa64e46f6277d5fbe60567f91291bb81b63b02438c01517f1ac8eb9f31
131,UFC 99: The Comeback,2009-06-13,Lanxess Arena,"Cologne, Germany","12,854",e6453bfacde8106ee44bdef63f9a31316322016acce22b1c8e205e8011e489f4
130,UFC 98: Evans vs. Machida,2009-05-23,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,606",936bb6ba29e9bc1fea6ed49cc04e1ac221595c3f1b26ec67f7e594d441cdd694
129,UFC 97: Redemption,2009-04-18,Bell Centre,"Montreal, Quebec, Canada","21,451",acf04abd5405f3ed5206c8579bfe373839bcdbac0a2700ff1f779c1289ecc2a0
128,UFC Fight Night: Condit vs. Kampmann,2009-04-01,Sommet Center,"Nashville, Tennessee, U.S.","10,267",e4704b76ac23adf677e8f61fcc1b4dfc84f82879f4f4a77459c958489aad8632
127,UFC 96: Jackson vs. Jardine,2009-03-07,Nationwide Arena,"Columbus, Ohio, U.S.","17,033",641c0be0e6a5cd7f21f6a4348b1be1c5beb6e4700f516cf55b609cbb73778722
126,UFC 95: Sanchez vs. Stevenson,2009-02-21,The O2 arena,"London, England, UK","13,268",b0b79a426f4ac121aa3789321a75f3d8a4e109eeb82cb42cb25bbf1856b0667c
125,UFC Fight Night: Lauzon vs. Stephens,2009-02-07,USF Sun Dome,"Tampa, Florida, U.S.","7,596",8adb7c399335ec6f5c0eef990bd3a588c47b8b45559007c807cb491d6f8cc395
124,UFC 94: St-Pierre vs. Penn 2,2009-01-31,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,885",48ff5e1519eec11f0a2465dce8af07b10c85630bd28b2b95ea3faeb71afd14a4
123,UFC 93: Franklin vs. Henderson,2009-01-17,The O2,"Dublin, Ireland","9,369",332d83c631e69c56608f1cc19c68d04d8e43e7f2e9dd50863da25dd5caf4c72e
122,UFC 92: The Ultimate 2008,2008-12-27,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,166",0b9c1e08ef4a676f5b519c627cb28193ce686704811a0c5a6d6b62d9a7de687f
121,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,853",7fec605a2c7e4edf0d2500002d2cc670d40a11ebe764488b7fb35c475bb940c5
120,UFC: Fight for the Troops,2008-12-10,Crown Coliseum,"Fayetteville, North Carolina, U.S.","8,500",24431e323d7ed740bee102dc4897f8df0f6adde3d3ef089af5a2cadff4e0ab5c
119,UFC 91: Couture vs. Lesnar,2008-11-15,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,272",4b51d3084f267f3ade454d662c1e6b54fed9baa7556a0fe8c9fd2a8ee1959d62
118,UFC 90: Silva vs. Côté,2008-10-25,Allstate Arena,"Rosemont, Illinois, U.S.","15,359",1da42a9e0b36cce5ac0f3a4fd6cccac4b1196191b5b48840f1ec9f31621f2831
117,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,"Birmingham, England, UK","9,515",37da321318a345d55cb339877e1f01c70e50d1c57c84d5aac74539b90c2aeed1
116,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,"Omaha, Nebraska, U.S.","9,103",c885b5bc74ca82e0c0bfa13035d02a075e217bfb87d6d079317d1e0cfbfd7bf3
115,UFC 88: Breakthrough,2008-09-06,Philips Arena,"Atlanta, Georgia, U.S.","14,736",7e67bfde38d4cd93f0cdd6237f94264a28412edb1aa1ba6f8969b798cc3d6b79
114,UFC 87: Seek and Destroy,2008-08-09,Target Center,"Minneapolis, Minnesota, U.S.","15,087",8fa682c2b5c515d5b466922a0722b7bac515bd6c69c26128a60e96033ec30860
113,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,"Las Vegas, Nevada, U.S.","2,071",4a7e271f397ae3c33a38fd22b0f01694e977a756dc8d07695b0b27af26b7d15f
112,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,990",b5e3d30cbef3bcf118720665d86500c66f0e4c845d4aac62e0edd9f0bb1d9001
111,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,853",dfc1c882a6676ad51d7978839060bd55c9320cbcb50295c99e2fc226d2c075fc
110,UFC 85: Bedlam,2008-06-07,The O2 arena,"London, England, UK","15,327",03d41896b2e97b07833e28df63a9ad33b7a2fac04978adf84c4801eae25b6eba
109,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,773",f968484da669089d7eed6b97bf9fbf07f9d08baad5b5a02dddbc6e7b7c6108db
108,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,"Montreal, Quebec, Canada","21,390",735d1c28027339e216c460718a4dbc608d529105fe098d79f558dbca9ab3c3a9
107,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,"Broomfield, Colorado, U.S.","6,742",54154e8188cd73b53eb05f81064e76225ff590dade3fbdcafa4a05fbeed276be
106,UFC 82: Pride of a Champion,2008-03-01,Nationwide Arena,"Columbus, Ohio, U.S.","16,431",7e7bdf6d406f858eee0404d30efda38381433a80acfc1eeef147926c82adee5e
